proteinId	gotermId	goName	gotermType	goAcc
3447	8235	oxidoreductase activity	molecular_function	GO:0016491
3447	4913	zinc ion binding	molecular_function	GO:0008270
3447	15033	mannitol dehydrogenase activity	molecular_function	GO:0046029
3449	4913	zinc ion binding	molecular_function	GO:0008270
3449	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3449	2757	nucleus	cellular_component	GO:0005634
3449	1076	transcription factor activity	molecular_function	GO:0003700
3464	8235	oxidoreductase activity	molecular_function	GO:0016491
3464	3218	electron transport	biological_process	GO:0006118
3464	1331	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
3506	14556	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
3532	7827	integral to membrane	cellular_component	GO:0016021
3532	3879	transport	biological_process	GO:0006810
3532	2450	transporter activity	molecular_function	GO:0005215
3568	1170	catalytic activity	molecular_function	GO:0003824
3568	7847	lipid catabolism	biological_process	GO:0016042
3568	4892	2-acetyl-1-alkylglycerophosphocholine esterase complex	cellular_component	GO:0008247
3568	1193	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
3579	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
3579	2653	ATP binding	molecular_function	GO:0005524
3579	1683	helicase activity	molecular_function	GO:0004386
3579	1055	nucleic acid binding	molecular_function	GO:0003676
3579	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3579	157	nucleotide binding	molecular_function	GO:0000166
3579	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
3579	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
3579	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
3579	13179	ATPase activity, coupled	molecular_function	GO:0042623
3579	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
3579	8614	ATPase activity	molecular_function	GO:0016887
3579	7435	DNA translocase activity	molecular_function	GO:0015616
3579	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
3579	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
3579	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
3579	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
3579	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
3591	8473	hydroxymethyl-, formyl- and related transferase activity	molecular_function	GO:0016742
3591	5660	biosynthesis	biological_process	GO:0009058
3591	8335	amino acid binding	molecular_function	GO:0016597
3591	4804	metabolism	biological_process	GO:0008152
3591	5471	formyltetrahydrofolate deformylase activity	molecular_function	GO:0008864
3591	3289	'de novo' IMP biosynthesis	biological_process	GO:0006189
3596	3848	porphyrin biosynthesis	biological_process	GO:0006779
3596	1707	hydroxymethylbilane synthase activity	molecular_function	GO:0004418
3600	4804	metabolism	biological_process	GO:0008152
3600	1170	catalytic activity	molecular_function	GO:0003824
3600	1228	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	GO:0003882
3605	4913	zinc ion binding	molecular_function	GO:0008270
3605	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3605	2757	nucleus	cellular_component	GO:0005634
3605	1076	transcription factor activity	molecular_function	GO:0003700
3605	3444	transcription	biological_process	GO:0006350
3605	1056	DNA binding	molecular_function	GO:0003677
3641	3599	amino acid metabolism	biological_process	GO:0006520
3641	1301	cystathionine gamma-synthase activity	molecular_function	GO:0003962
3645	1412	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	molecular_function	GO:0004081
3653	5053	acyltransferase activity	molecular_function	GO:0008415
3653	4804	metabolism	biological_process	GO:0008152
3653	14271	oxoglutarate dehydrogenase complex	cellular_component	GO:0045252
3653	3199	tricarboxylic acid cycle	biological_process	GO:0006099
3653	1477	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function	GO:0004149
3653	5949	dihydrolipoamide S-succinyltransferase complex	cellular_component	GO:0009354
3671	11328	small nuclear ribonucleoprotein complex	cellular_component	GO:0030532
3671	10658	rRNA binding	molecular_function	GO:0019843
3671	4100	ribosome biogenesis	biological_process	GO:0007046
3671	3458	rRNA processing	biological_process	GO:0006364
3707	15915	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
3707	15914	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
3707	15530	glucosyltransferase activity	molecular_function	GO:0046527
3707	12846	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
3707	12844	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
3707	10017	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
3707	9945	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
3707	9565	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
3707	9564	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
3707	9563	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
3707	9562	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
3707	8489	cellulose synthase activity	molecular_function	GO:0016759
3707	8488	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
3707	8045	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
3707	5527	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
3707	5055	fucosyltransferase activity	molecular_function	GO:0008417
3707	5017	galactosyltransferase activity	molecular_function	GO:0008378
3707	5015	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
3707	5014	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
3707	1855	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
3707	1849	oligosaccharyl transferase activity	molecular_function	GO:0004576
3707	1673	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
3707	1317	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
3707	37	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
3707	34	mannosyltransferase activity	molecular_function	GO:0000030
3707	31	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
3707	14	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
3739	3077	carbohydrate metabolism	biological_process	GO:0005975
3739	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
3765	7826	membrane	cellular_component	GO:0016020
3765	3879	transport	biological_process	GO:0006810
3765	2450	transporter activity	molecular_function	GO:0005215
3779	5046	3'-5' exonuclease activity	molecular_function	GO:0008408
3779	3359	DNA replication	biological_process	GO:0006260
3779	1233	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
3779	1056	DNA binding	molecular_function	GO:0003677
3779	157	nucleotide binding	molecular_function	GO:0000166
3779	10782	sigma DNA polymerase activity	molecular_function	GO:0019984
3779	8197	theta DNA polymerase activity	molecular_function	GO:0016452
3779	8196	nu DNA polymerase activity	molecular_function	GO:0016451
3779	8195	kappa DNA polymerase activity	molecular_function	GO:0016450
3779	8194	lambda DNA polymerase activity	molecular_function	GO:0016449
3779	8193	mu DNA polymerase activity	molecular_function	GO:0016448
3779	7809	iota DNA polymerase activity	molecular_function	GO:0016000
3779	7808	eta DNA polymerase activity	molecular_function	GO:0015999
3779	1240	gamma DNA-directed DNA polymerase activity	molecular_function	GO:0003895
3779	1239	zeta DNA polymerase activity	molecular_function	GO:0003894
3779	1238	epsilon DNA polymerase activity	molecular_function	GO:0003893
3779	1236	delta DNA polymerase activity	molecular_function	GO:0003891
3779	1235	beta DNA polymerase activity	molecular_function	GO:0003890
3779	1234	alpha DNA polymerase activity	molecular_function	GO:0003889
3803	3488	RNA processing	biological_process	GO:0006396
3803	2746	intracellular	cellular_component	GO:0005622
3803	3489	mRNA processing	biological_process	GO:0006397
3803	2757	nucleus	cellular_component	GO:0005634
3817	3588	proteolysis and peptidolysis	biological_process	GO:0006508
3817	1510	carboxypeptidase A activity	molecular_function	GO:0004182
3823	5688	methionine biosynthesis	biological_process	GO:0009086
3823	1217	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
3830	3551	protein amino acid phosphorylation	biological_process	GO:0006468
3830	2653	ATP binding	molecular_function	GO:0005524
3830	1939	protein kinase activity	molecular_function	GO:0004672
3830	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
3830	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
3830	13114	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
3830	13113	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
3830	12218	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
3830	10722	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
3830	10721	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
3830	10029	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
3830	9567	phenol kinase activity	molecular_function	GO:0018720
3830	8635	SAP kinase activity	molecular_function	GO:0016909
3830	8634	MAP kinase 2 activity	molecular_function	GO:0016908
3830	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
3830	8277	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
3830	8094	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
3830	5428	cobinamide kinase activity	molecular_function	GO:0008819
3830	5225	phosphorylase kinase regulator activity	molecular_function	GO:0008607
3830	5174	JUN kinase kinase activity	molecular_function	GO:0008545
3830	5080	phosphofructokinase activity	molecular_function	GO:0008443
3830	5023	IkappaB kinase activity	molecular_function	GO:0008384
3830	4989	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
3830	4979	MP kinase activity	molecular_function	GO:0008339
3830	4978	MAP kinase 1 activity	molecular_function	GO:0008338
3830	1984	Janus kinase activity	molecular_function	GO:0004718
3830	1982	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
3830	1981	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
3830	1980	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
3830	1978	protein threonine/tyrosine kinase activity	molecular_function	GO:0004712
3830	1977	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
3830	1976	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
3830	1975	MAP kinase kinase kinase activity	molecular_function	GO:0004709
3830	1974	MAP kinase kinase activity	molecular_function	GO:0004708
3830	1973	MAP kinase activity	molecular_function	GO:0004707
3830	1972	JUN kinase kinase kinase activity	molecular_function	GO:0004706
3830	1971	JUN kinase activity	molecular_function	GO:0004705
3830	1970	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
3830	1969	G-protein coupled receptor kinase activity	molecular_function	GO:0004703
3830	1968	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
3830	1967	diacylglycerol-activated phospholipid-dependent protein kinase C activity	molecular_function	GO:0004701
3830	1966	atypical protein kinase C activity	molecular_function	GO:0004700
3830	1964	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
3830	1963	protein kinase C activity	molecular_function	GO:0004697
3830	1962	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
3830	1961	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
3830	1960	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
3830	1959	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
3830	1958	cGMP-dependent protein kinase activity	molecular_function	GO:0004692
3830	1956	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
3830	1955	phosphorylase kinase activity	molecular_function	GO:0004689
3830	1954	multifunctional calcium- and calmodulin-regulated protein kinase activity	molecular_function	GO:0004688
3830	1952	eukaryotic elongation factor-2 kinase activity	molecular_function	GO:0004686
3830	1949	calmodulin regulated protein kinase activity	molecular_function	GO:0004683
